,Asset_Class,Weight
0,US_Stocks,0.46365894806831337
1,US_Bonds,0.2122945623719473
2,Dev_Stocks_ExUS,0.008742101135729588
3,Dev_Bonds_ExUS,0.032468330199064734
4,EM_Stocks,0.04019943220896221
5,EM_Bonds,0.11098354464728734
6,Cash,0.0009330352426500342
7,Gold,0.13072004612604549
